Title,Text,Subject,Label
Falanqeyn muhiim ah: Shaqaalaha Wasaaradda Maaliyadda oo Kismaayo ku yeeshay shir muhiim ah,falanqeyn muhiim ah shaqaalaha wasaaradda maaliyadda oo kismaayo ku yeeshay shir muhiim ah magaalada kismaayo waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Health,0
Wararka saaka: Maxkamadda Sare oo Galkacyo go'aan cusub ku dhawaaqay,wararka saaka maxkamadda sare oo galkacyo goaan cusub ku dhawaaqay warar laga helay galkacyo ayaa sheegaya maxkamadda sare uu qaaday tallaabo cusub,Security,0
Go'aan lama filaan ah: Gabiley oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Arrimaha Gudaha,goaan lama filaan ah gabiley oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda arrimaha gudaha dadka deegaanka gabiley ayaa soo sheegaya wasaaradda arrimaha gudaha uu bilaabay hawlgal,Politics,0
Dhacdo lama filaan ah: Baarlamaanka oo Doolow go'aan cusub ku dhawaaqay,dhacdo lama filaan ah baarlamaanka oo doolow goaan cusub ku dhawaaqay warar laga helay doolow ayaa sheegaya baarlamaanka uu qaaday tallaabo cusub,Security,0
War DEG DEG ah: Ciidanka Xoogga oo Dhusamareeb go'aan cusub ku dhawaaqay,war deg deg ah ciidanka xoogga oo dhusamareeb goaan cusub ku dhawaaqay warar laga helay dhusamareeb ayaa sheegaya ciidanka xoogga uu qaaday tallaabo cusub,Health,0
Bayaan rasmi ah: Isbedel ku yimid Ciidanka Xoogga ee magaalada Boosaaso,bayaan rasmi ah isbedel ku yimid ciidanka xoogga ee magaalada boosaaso xaaladda boosaaso ayaa isbedeshay kadib markii ciidanka xoogga uu soo saaray amar,Finance,0
Go'aan lama filaan ah: Guddiga Doorashooyinka oo Buurhakaba go'aan cusub ku dhawaaqay,goaan lama filaan ah guddiga doorashooyinka oo buurhakaba goaan cusub ku dhawaaqay warar laga helay buurhakaba ayaa sheegaya guddiga doorashooyinka uu qaaday tallaabo cusub,Security,0
Kulan xasaasi ah: Isbedel ku yimid Wasaaradda Arrimaha Gudaha ee magaalada Doolow,kulan xasaasi ah isbedel ku yimid wasaaradda arrimaha gudaha ee magaalada doolow xaaladda doolow ayaa isbedeshay kadib markii wasaaradda arrimaha gudaha uu soo saaray amar,Politics,0
War DEG DEG ah: Isbedel ku yimid Madaxtooyada ee magaalada Kismaayo,war deg deg ah isbedel ku yimid madaxtooyada ee magaalada kismaayo xaaladda kismaayo ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Wasaaradda Caafimaadka oo Hargeisa go'aan cusub ku dhawaaqay,dhacdo lama filaan ah wasaaradda caafimaadka oo hargeisa goaan cusub ku dhawaaqay warar laga helay hargeisa ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Politics,0
War hadda soo dhacay: Baarlamaanka oo Burao go'aan cusub ku dhawaaqay,war hadda soo dhacay baarlamaanka oo burao goaan cusub ku dhawaaqay warar laga helay burao ayaa sheegaya baarlamaanka uu qaaday tallaabo cusub,Finance,0
Kulan xasaasi ah: Qoryooley oo laga dareemayo dhaqdhaqaaq ka socda Madaxtooyada,kulan xasaasi ah qoryooley oo laga dareemayo dhaqdhaqaaq ka socda madaxtooyada dadka deegaanka qoryooley ayaa soo sheegaya madaxtooyada uu bilaabay hawlgal,Politics,0
Go'aan lama filaan ah: Berbera oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Caafimaadka,goaan lama filaan ah berbera oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda caafimaadka dadka deegaanka berbera ayaa soo sheegaya wasaaradda caafimaadka uu bilaabay hawlgal,Politics,0
War DEG DEG ah: Berbera oo laga dareemayo dhaqdhaqaaq ka socda Bangiga Dhexe,war deg deg ah berbera oo laga dareemayo dhaqdhaqaaq ka socda bangiga dhex dadka deegaanka berbera ayaa soo sheegaya bangiga dhex uu bilaabay hawlgal,Finance,0
Dhacdo lama filaan ah: Isbedel ku yimid Ciidanka Xoogga ee magaalada Cadaado,dhacdo lama filaan ah isbedel ku yimid ciidanka xoogga ee magaalada cadaado xaaladda cadaado ayaa isbedeshay kadib markii ciidanka xoogga uu soo saaray amar,Finance,0
Xog hoose: Isbedel ku yimid Guddiga Doorashooyinka ee magaalada Sheikh,xog hoos isbedel ku yimid guddiga doorashooyinka ee magaalada sheikh xaaladda sheikh ayaa isbedeshay kadib markii guddiga doorashooyinka uu soo saaray amar,Health,0
Kulan xasaasi ah: Shaqaalaha Guddiga Doorashooyinka oo Baardheere ku yeeshay shir muhiim ah,kulan xasaasi ah shaqaalaha guddiga doorashooyinka oo baardheer ku yeeshay shir muhiim ah magaalada baardheer waxaa maanta ku shiray xubno ka tirsan guddiga doorashooyinka,Security,0
Bayaan rasmi ah: Sheikh oo laga dareemayo dhaqdhaqaaq ka socda Madaxtooyada,bayaan rasmi ah sheikh oo laga dareemayo dhaqdhaqaaq ka socda madaxtooyada dadka deegaanka sheikh ayaa soo sheegaya madaxtooyada uu bilaabay hawlgal,Politics,0
Xog hoose: Isbedel ku yimid Guddiga Doorashooyinka ee magaalada Hargeisa,xog hoos isbedel ku yimid guddiga doorashooyinka ee magaalada hargeisa xaaladda hargeisa ayaa isbedeshay kadib markii guddiga doorashooyinka uu soo saaray amar,Politics,0
Go'aan lama filaan ah: Shaqaalaha Bangiga Dhexe oo Dhusamareeb ku yeeshay shir muhiim ah,goaan lama filaan ah shaqaalaha bangiga dhex oo dhusamareeb ku yeeshay shir muhiim ah magaalada dhusamareeb waxaa maanta ku shiray xubno ka tirsan bangiga dhex,Health,0
Xog hoose: Isbedel ku yimid Maxkamadda Sare ee magaalada Beledweyne,xog hoos isbedel ku yimid maxkamadda sare ee magaalada beledweyn xaaladda beledweyn ayaa isbedeshay kadib markii maxkamadda sare uu soo saaray amar,Security,0
Dhacdo lama filaan ah: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Borama,dhacdo lama filaan ah isbedel ku yimid wasaaradda maaliyadda ee magaalada borama xaaladda borama ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Finance,0
Sir culus: Bangiga Dhexe oo Baardheere go'aan cusub ku dhawaaqay,sir culu bangiga dhex oo baardheer goaan cusub ku dhawaaqay warar laga helay baardheer ayaa sheegaya bangiga dhex uu qaaday tallaabo cusub,Health,0
Xog hoose: Shaqaalaha Maxkamadda Sare oo Balanbale ku yeeshay shir muhiim ah,xog hoos shaqaalaha maxkamadda sare oo balanbal ku yeeshay shir muhiim ah magaalada balanbal waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Finance,0
Sir culus: Erigavo oo laga dareemayo dhaqdhaqaaq ka socda Madaxtooyada,sir culu erigavo oo laga dareemayo dhaqdhaqaaq ka socda madaxtooyada dadka deegaanka erigavo ayaa soo sheegaya madaxtooyada uu bilaabay hawlgal,Health,0
War DEG DEG ah: Borama oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Arrimaha Gudaha,war deg deg ah borama oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda arrimaha gudaha dadka deegaanka borama ayaa soo sheegaya wasaaradda arrimaha gudaha uu bilaabay hawlgal,Health,0
Wararka saaka: Ciidanka Xoogga oo Berbera go'aan cusub ku dhawaaqay,wararka saaka ciidanka xoogga oo berbera goaan cusub ku dhawaaqay warar laga helay berbera ayaa sheegaya ciidanka xoogga uu qaaday tallaabo cusub,Finance,0
War hadda soo dhacay: Isbedel ku yimid Wasaaradda Arrimaha Gudaha ee magaalada Qoryooley,war hadda soo dhacay isbedel ku yimid wasaaradda arrimaha gudaha ee magaalada qoryooley xaaladda qoryooley ayaa isbedeshay kadib markii wasaaradda arrimaha gudaha uu soo saaray amar,Security,0
Wararka saaka: Burao oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Arrimaha Gudaha,wararka saaka burao oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda arrimaha gudaha dadka deegaanka burao ayaa soo sheegaya wasaaradda arrimaha gudaha uu bilaabay hawlgal,Security,0
War DEG DEG ah: Muqdisho oo laga dareemayo dhaqdhaqaaq ka socda Maxkamadda Sare,war deg deg ah muqdisho oo laga dareemayo dhaqdhaqaaq ka socda maxkamadda sare dadka deegaanka muqdisho ayaa soo sheegaya maxkamadda sare uu bilaabay hawlgal,Security,0
Bayaan rasmi ah: Galkacyo oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Maaliyadda,bayaan rasmi ah galkacyo oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda maaliyadda dadka deegaanka galkacyo ayaa soo sheegaya wasaaradda maaliyadda uu bilaabay hawlgal,Security,0
War hadda soo dhacay: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Burao ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha wasaaradda arrimaha gudaha oo burao ku yeeshay shir muhiim ah magaalada burao waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Health,0
Kulan xasaasi ah: Isbedel ku yimid Baarlamaanka ee magaalada Erigavo,kulan xasaasi ah isbedel ku yimid baarlamaanka ee magaalada erigavo xaaladda erigavo ayaa isbedeshay kadib markii baarlamaanka uu soo saaray amar,Health,0
Wararka saaka: Isbedel ku yimid Baarlamaanka ee magaalada Las Anod,wararka saaka isbedel ku yimid baarlamaanka ee magaalada la anod xaaladda la anod ayaa isbedeshay kadib markii baarlamaanka uu soo saaray amar,Finance,0
Wararka saaka: Beledweyne oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Maaliyadda,wararka saaka beledweyn oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda maaliyadda dadka deegaanka beledweyn ayaa soo sheegaya wasaaradda maaliyadda uu bilaabay hawlgal,Security,0
Go'aan lama filaan ah: Wasaaradda Arrimaha Gudaha oo Afgoye go'aan cusub ku dhawaaqay,goaan lama filaan ah wasaaradda arrimaha gudaha oo afgoy goaan cusub ku dhawaaqay warar laga helay afgoy ayaa sheegaya wasaaradda arrimaha gudaha uu qaaday tallaabo cusub,Security,0
War hadda soo dhacay: Erigavo oo laga dareemayo dhaqdhaqaaq ka socda Baarlamaanka,war hadda soo dhacay erigavo oo laga dareemayo dhaqdhaqaaq ka socda baarlamaanka dadka deegaanka erigavo ayaa soo sheegaya baarlamaanka uu bilaabay hawlgal,Security,0
Kulan xasaasi ah: Hargeisa oo laga dareemayo dhaqdhaqaaq ka socda Ciidanka Xoogga,kulan xasaasi ah hargeisa oo laga dareemayo dhaqdhaqaaq ka socda ciidanka xoogga dadka deegaanka hargeisa ayaa soo sheegaya ciidanka xoogga uu bilaabay hawlgal,Finance,0
Go'aan lama filaan ah: Isbedel ku yimid NISA ee magaalada Qoryooley,goaan lama filaan ah isbedel ku yimid nisa ee magaalada qoryooley xaaladda qoryooley ayaa isbedeshay kadib markii nisa uu soo saaray amar,Security,0
War hadda soo dhacay: Shaqaalaha Maxkamadda Sare oo Eyl ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha maxkamadda sare oo eyl ku yeeshay shir muhiim ah magaalada eyl waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Security,0
Go'aan lama filaan ah: Isbedel ku yimid Baarlamaanka ee magaalada Kismaayo,goaan lama filaan ah isbedel ku yimid baarlamaanka ee magaalada kismaayo xaaladda kismaayo ayaa isbedeshay kadib markii baarlamaanka uu soo saaray amar,Health,0
Xog hoose: Isbedel ku yimid Madaxtooyada ee magaalada Jilib,xog hoos isbedel ku yimid madaxtooyada ee magaalada jilib xaaladda jilib ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Hobyo oo laga dareemayo dhaqdhaqaaq ka socda Bangiga Dhexe,dhacdo lama filaan ah hobyo oo laga dareemayo dhaqdhaqaaq ka socda bangiga dhex dadka deegaanka hobyo ayaa soo sheegaya bangiga dhex uu bilaabay hawlgal,Finance,0
War hadda soo dhacay: Luuq oo laga dareemayo dhaqdhaqaaq ka socda NISA,war hadda soo dhacay luuq oo laga dareemayo dhaqdhaqaaq ka socda nisa dadka deegaanka luuq ayaa soo sheegaya nisa uu bilaabay hawlgal,Health,0
Bayaan rasmi ah: Bangiga Dhexe oo Gabiley go'aan cusub ku dhawaaqay,bayaan rasmi ah bangiga dhex oo gabiley goaan cusub ku dhawaaqay warar laga helay gabiley ayaa sheegaya bangiga dhex uu qaaday tallaabo cusub,Security,0
Bayaan rasmi ah: Maxkamadda Sare oo Merca go'aan cusub ku dhawaaqay,bayaan rasmi ah maxkamadda sare oo merca goaan cusub ku dhawaaqay warar laga helay merca ayaa sheegaya maxkamadda sare uu qaaday tallaabo cusub,Security,0
War hadda soo dhacay: Shaqaalaha Wasaaradda Maaliyadda oo Kismaayo ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha wasaaradda maaliyadda oo kismaayo ku yeeshay shir muhiim ah magaalada kismaayo waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Security,0
War DEG DEG ah: Cadaado oo laga dareemayo dhaqdhaqaaq ka socda Baarlamaanka,war deg deg ah cadaado oo laga dareemayo dhaqdhaqaaq ka socda baarlamaanka dadka deegaanka cadaado ayaa soo sheegaya baarlamaanka uu bilaabay hawlgal,Health,0
Dhacdo lama filaan ah: Isbedel ku yimid Bangiga Dhexe ee magaalada Eyl,dhacdo lama filaan ah isbedel ku yimid bangiga dhex ee magaalada eyl xaaladda eyl ayaa isbedeshay kadib markii bangiga dhex uu soo saaray amar,Security,0
Kulan xasaasi ah: Baarlamaanka oo Gabiley go'aan cusub ku dhawaaqay,kulan xasaasi ah baarlamaanka oo gabiley goaan cusub ku dhawaaqay warar laga helay gabiley ayaa sheegaya baarlamaanka uu qaaday tallaabo cusub,Security,0
Sir culus: Isbedel ku yimid Baarlamaanka ee magaalada Luuq,sir culu isbedel ku yimid baarlamaanka ee magaalada luuq xaaladda luuq ayaa isbedeshay kadib markii baarlamaanka uu soo saaray amar,Finance,0
War DEG DEG ah: Merca oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Arrimaha Gudaha,war deg deg ah merca oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda arrimaha gudaha dadka deegaanka merca ayaa soo sheegaya wasaaradda arrimaha gudaha uu bilaabay hawlgal,Politics,0
Dhacdo lama filaan ah: Burao oo laga dareemayo dhaqdhaqaaq ka socda NISA,dhacdo lama filaan ah burao oo laga dareemayo dhaqdhaqaaq ka socda nisa dadka deegaanka burao ayaa soo sheegaya nisa uu bilaabay hawlgal,Security,0
Go'aan lama filaan ah: Isbedel ku yimid Madaxtooyada ee magaalada Erigavo,goaan lama filaan ah isbedel ku yimid madaxtooyada ee magaalada erigavo xaaladda erigavo ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Security,0
War DEG DEG ah: Shaqaalaha Wasaaradda Maaliyadda oo Baardheere ku yeeshay shir muhiim ah,war deg deg ah shaqaalaha wasaaradda maaliyadda oo baardheer ku yeeshay shir muhiim ah magaalada baardheer waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Health,0
Sir culus: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Jowhar ku yeeshay shir muhiim ah,sir culu shaqaalaha wasaaradda arrimaha gudaha oo jowhar ku yeeshay shir muhiim ah magaalada jowhar waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Finance,0
Go'aan lama filaan ah: Dhusamareeb oo laga dareemayo dhaqdhaqaaq ka socda Maxkamadda Sare,goaan lama filaan ah dhusamareeb oo laga dareemayo dhaqdhaqaaq ka socda maxkamadda sare dadka deegaanka dhusamareeb ayaa soo sheegaya maxkamadda sare uu bilaabay hawlgal,Health,0
Sir culus: Shaqaalaha Maxkamadda Sare oo Jilib ku yeeshay shir muhiim ah,sir culu shaqaalaha maxkamadda sare oo jilib ku yeeshay shir muhiim ah magaalada jilib waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Health,0
Dhacdo lama filaan ah: Wasaaradda Maaliyadda oo Balanbale go'aan cusub ku dhawaaqay,dhacdo lama filaan ah wasaaradda maaliyadda oo balanbal goaan cusub ku dhawaaqay warar laga helay balanbal ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Security,0
Dhacdo lama filaan ah: Shaqaalaha Wasaaradda Maaliyadda oo Boosaaso ku yeeshay shir muhiim ah,dhacdo lama filaan ah shaqaalaha wasaaradda maaliyadda oo boosaaso ku yeeshay shir muhiim ah magaalada boosaaso waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Finance,0
Kulan xasaasi ah: Wasaaradda Caafimaadka oo Las Anod go'aan cusub ku dhawaaqay,kulan xasaasi ah wasaaradda caafimaadka oo la anod goaan cusub ku dhawaaqay warar laga helay la anod ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Security,0
Kulan xasaasi ah: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Dhusamareeb,kulan xasaasi ah isbedel ku yimid wasaaradda caafimaadka ee magaalada dhusamareeb xaaladda dhusamareeb ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Health,0
Sir culus: Burao oo laga dareemayo dhaqdhaqaaq ka socda Guddiga Doorashooyinka,sir culu burao oo laga dareemayo dhaqdhaqaaq ka socda guddiga doorashooyinka dadka deegaanka burao ayaa soo sheegaya guddiga doorashooyinka uu bilaabay hawlgal,Finance,0
Wararka saaka: Borama oo laga dareemayo dhaqdhaqaaq ka socda Guddiga Doorashooyinka,wararka saaka borama oo laga dareemayo dhaqdhaqaaq ka socda guddiga doorashooyinka dadka deegaanka borama ayaa soo sheegaya guddiga doorashooyinka uu bilaabay hawlgal,Finance,0
Kulan xasaasi ah: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Qoryooley ku yeeshay shir muhiim ah,kulan xasaasi ah shaqaalaha wasaaradda arrimaha gudaha oo qoryooley ku yeeshay shir muhiim ah magaalada qoryooley waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Politics,0
Go'aan lama filaan ah: Wasaaradda Maaliyadda oo Beledweyne go'aan cusub ku dhawaaqay,goaan lama filaan ah wasaaradda maaliyadda oo beledweyn goaan cusub ku dhawaaqay warar laga helay beledweyn ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Politics,0
Bayaan rasmi ah: Bangiga Dhexe oo Eyl go'aan cusub ku dhawaaqay,bayaan rasmi ah bangiga dhex oo eyl goaan cusub ku dhawaaqay warar laga helay eyl ayaa sheegaya bangiga dhex uu qaaday tallaabo cusub,Finance,0
Wararka saaka: NISA oo Merca go'aan cusub ku dhawaaqay,wararka saaka nisa oo merca goaan cusub ku dhawaaqay warar laga helay merca ayaa sheegaya nisa uu qaaday tallaabo cusub,Health,0
Xog hoose: Shaqaalaha Ciidanka Xoogga oo Dhusamareeb ku yeeshay shir muhiim ah,xog hoos shaqaalaha ciidanka xoogga oo dhusamareeb ku yeeshay shir muhiim ah magaalada dhusamareeb waxaa maanta ku shiray xubno ka tirsan ciidanka xoogga,Politics,0
Kulan xasaasi ah: Isbedel ku yimid Guddiga Doorashooyinka ee magaalada Beledweyne,kulan xasaasi ah isbedel ku yimid guddiga doorashooyinka ee magaalada beledweyn xaaladda beledweyn ayaa isbedeshay kadib markii guddiga doorashooyinka uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Shaqaalaha Wasaaradda Maaliyadda oo Buurhakaba ku yeeshay shir muhiim ah,dhacdo lama filaan ah shaqaalaha wasaaradda maaliyadda oo buurhakaba ku yeeshay shir muhiim ah magaalada buurhakaba waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Health,0
Bayaan rasmi ah: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Eyl,bayaan rasmi ah isbedel ku yimid wasaaradda maaliyadda ee magaalada eyl xaaladda eyl ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Security,0
Sir culus: Shaqaalaha Maxkamadda Sare oo Erigavo ku yeeshay shir muhiim ah,sir culu shaqaalaha maxkamadda sare oo erigavo ku yeeshay shir muhiim ah magaalada erigavo waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Politics,0
Wararka saaka: Luuq oo laga dareemayo dhaqdhaqaaq ka socda NISA,wararka saaka luuq oo laga dareemayo dhaqdhaqaaq ka socda nisa dadka deegaanka luuq ayaa soo sheegaya nisa uu bilaabay hawlgal,Finance,0
Kulan xasaasi ah: Isbedel ku yimid Maxkamadda Sare ee magaalada Jilib,kulan xasaasi ah isbedel ku yimid maxkamadda sare ee magaalada jilib xaaladda jilib ayaa isbedeshay kadib markii maxkamadda sare uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: NISA oo Borama go'aan cusub ku dhawaaqay,dhacdo lama filaan ah nisa oo borama goaan cusub ku dhawaaqay warar laga helay borama ayaa sheegaya nisa uu qaaday tallaabo cusub,Health,0
Sir culus: Shaqaalaha Baarlamaanka oo Jilib ku yeeshay shir muhiim ah,sir culu shaqaalaha baarlamaanka oo jilib ku yeeshay shir muhiim ah magaalada jilib waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Politics,0
War DEG DEG ah: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Baydhabo,war deg deg ah isbedel ku yimid wasaaradda caafimaadka ee magaalada baydhabo xaaladda baydhabo ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Health,0
Xog hoose: Guddiga Doorashooyinka oo Buurhakaba go'aan cusub ku dhawaaqay,xog hoos guddiga doorashooyinka oo buurhakaba goaan cusub ku dhawaaqay warar laga helay buurhakaba ayaa sheegaya guddiga doorashooyinka uu qaaday tallaabo cusub,Health,0
War hadda soo dhacay: Shaqaalaha Wasaaradda Caafimaadka oo Hobyo ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha wasaaradda caafimaadka oo hobyo ku yeeshay shir muhiim ah magaalada hobyo waxaa maanta ku shiray xubno ka tirsan wasaaradda caafimaadka,Finance,0
Sir culus: Shaqaalaha Bangiga Dhexe oo Garowe ku yeeshay shir muhiim ah,sir culu shaqaalaha bangiga dhex oo garow ku yeeshay shir muhiim ah magaalada garow waxaa maanta ku shiray xubno ka tirsan bangiga dhex,Health,0
Sir culus: Shaqaalaha Wasaaradda Maaliyadda oo Muqdisho ku yeeshay shir muhiim ah,sir culu shaqaalaha wasaaradda maaliyadda oo muqdisho ku yeeshay shir muhiim ah magaalada muqdisho waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Health,0
War hadda soo dhacay: Isbedel ku yimid Bangiga Dhexe ee magaalada Erigavo,war hadda soo dhacay isbedel ku yimid bangiga dhex ee magaalada erigavo xaaladda erigavo ayaa isbedeshay kadib markii bangiga dhex uu soo saaray amar,Security,0
War DEG DEG ah: Maxkamadda Sare oo Galkacyo go'aan cusub ku dhawaaqay,war deg deg ah maxkamadda sare oo galkacyo goaan cusub ku dhawaaqay warar laga helay galkacyo ayaa sheegaya maxkamadda sare uu qaaday tallaabo cusub,Politics,0
Xog hoose: Baarlamaanka oo Sheikh go'aan cusub ku dhawaaqay,xog hoos baarlamaanka oo sheikh goaan cusub ku dhawaaqay warar laga helay sheikh ayaa sheegaya baarlamaanka uu qaaday tallaabo cusub,Politics,0
Xog hoose: Shaqaalaha Baarlamaanka oo Muqdisho ku yeeshay shir muhiim ah,xog hoos shaqaalaha baarlamaanka oo muqdisho ku yeeshay shir muhiim ah magaalada muqdisho waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Finance,0
Xog hoose: Buurhakaba oo laga dareemayo dhaqdhaqaaq ka socda Baarlamaanka,xog hoos buurhakaba oo laga dareemayo dhaqdhaqaaq ka socda baarlamaanka dadka deegaanka buurhakaba ayaa soo sheegaya baarlamaanka uu bilaabay hawlgal,Health,0
Xog hoose: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Gabiley,xog hoos isbedel ku yimid wasaaradda caafimaadka ee magaalada gabiley xaaladda gabiley ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Finance,0
Falanqeyn muhiim ah: Ciidanka Xoogga oo Baardheere go'aan cusub ku dhawaaqay,falanqeyn muhiim ah ciidanka xoogga oo baardheer goaan cusub ku dhawaaqay warar laga helay baardheer ayaa sheegaya ciidanka xoogga uu qaaday tallaabo cusub,Security,0
Xog hoose: Las Anod oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Caafimaadka,xog hoos la anod oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda caafimaadka dadka deegaanka la anod ayaa soo sheegaya wasaaradda caafimaadka uu bilaabay hawlgal,Finance,0
War hadda soo dhacay: Isbedel ku yimid Madaxtooyada ee magaalada Las Anod,war hadda soo dhacay isbedel ku yimid madaxtooyada ee magaalada la anod xaaladda la anod ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Politics,0
Wararka saaka: Wasaaradda Caafimaadka oo Borama go'aan cusub ku dhawaaqay,wararka saaka wasaaradda caafimaadka oo borama goaan cusub ku dhawaaqay warar laga helay borama ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Politics,0
Xog hoose: Madaxtooyada oo Hobyo go'aan cusub ku dhawaaqay,xog hoos madaxtooyada oo hobyo goaan cusub ku dhawaaqay warar laga helay hobyo ayaa sheegaya madaxtooyada uu qaaday tallaabo cusub,Politics,0
Go'aan lama filaan ah: Eyl oo laga dareemayo dhaqdhaqaaq ka socda Guddiga Doorashooyinka,goaan lama filaan ah eyl oo laga dareemayo dhaqdhaqaaq ka socda guddiga doorashooyinka dadka deegaanka eyl ayaa soo sheegaya guddiga doorashooyinka uu bilaabay hawlgal,Finance,0
War DEG DEG ah: Wasaaradda Maaliyadda oo Boosaaso go'aan cusub ku dhawaaqay,war deg deg ah wasaaradda maaliyadda oo boosaaso goaan cusub ku dhawaaqay warar laga helay boosaaso ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Finance,0
Kulan xasaasi ah: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Eyl ku yeeshay shir muhiim ah,kulan xasaasi ah shaqaalaha wasaaradda arrimaha gudaha oo eyl ku yeeshay shir muhiim ah magaalada eyl waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Security,0
Falanqeyn muhiim ah: Berbera oo laga dareemayo dhaqdhaqaaq ka socda Baarlamaanka,falanqeyn muhiim ah berbera oo laga dareemayo dhaqdhaqaaq ka socda baarlamaanka dadka deegaanka berbera ayaa soo sheegaya baarlamaanka uu bilaabay hawlgal,Politics,0
Kulan xasaasi ah: Shaqaalaha Bangiga Dhexe oo Hobyo ku yeeshay shir muhiim ah,kulan xasaasi ah shaqaalaha bangiga dhex oo hobyo ku yeeshay shir muhiim ah magaalada hobyo waxaa maanta ku shiray xubno ka tirsan bangiga dhex,Finance,0
Dhacdo lama filaan ah: Isbedel ku yimid Bangiga Dhexe ee magaalada Jilib,dhacdo lama filaan ah isbedel ku yimid bangiga dhex ee magaalada jilib xaaladda jilib ayaa isbedeshay kadib markii bangiga dhex uu soo saaray amar,Health,0
Kulan xasaasi ah: Shaqaalaha NISA oo Hargeisa ku yeeshay shir muhiim ah,kulan xasaasi ah shaqaalaha nisa oo hargeisa ku yeeshay shir muhiim ah magaalada hargeisa waxaa maanta ku shiray xubno ka tirsan nisa,Health,0
Go'aan lama filaan ah: Shaqaalaha NISA oo Gabiley ku yeeshay shir muhiim ah,goaan lama filaan ah shaqaalaha nisa oo gabiley ku yeeshay shir muhiim ah magaalada gabiley waxaa maanta ku shiray xubno ka tirsan nisa,Security,0
