link,title,Text,Subject,label
https://www.bbc.com/somali/articles/c368304jrp8o,Minnesota oo laga dhigay shaqo joojin dhaqaale oo looga soo horjeedo joogitaanka ICE,minnesota oo laga dhigay shaqo joojin dhaqaal oo looga soo horjeedo joogitaanka ice,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-69932b918f0850a9db9263a1#block-69932b918f0850a9db9263a1,15h agoGovernment abandons plans to postpone local elections in 30 council areas in May,h agogovern abandon plan postpon local elect council area may,Politics,1
https://www.theguardian.com/email-newsletters?CMP=copyembed&CMP=emailbutton,Sign up: AU Breaking News email,sign au break news email,General,1
https://www.bbc.com/somali/articles/c03d76d14reo,Wax ka ogow sunta halista ah ee laga helay xawaashyada Hindiya laga keeno,wax ka ogow sunta halista ah ee laga helay xawaashyada hindiya laga keeno,General,1
https://www.bbc.com/somali/articles/cd1qg859d30o,Muxuu yahay deegaanka dahabka laga helay ee uu dagaalka khasaaraha sababay ka bilowday?,muxuu yahay deegaanka dahabka laga helay ee uu dagaalka khasaaraha sababay ka bilowday,General,1
https://www.bbc.com/somali/47950458,Maxaad ka ogtahay dahabka Soomaaliya u yaalla Mareykanka?,maxaad ka ogtahay dahabka soomaaliya u yaalla mareykanka,General,1
https://www.bbc.com/somali/articles/cge59l7p24yo,Waa maxay macdanta qaaliga ah ee laga helay S﻿oomaaliya?,waa maxay macdanta qaaliga ah ee laga helay soomaaliya,General,1
https://www.bbc.com/somali/articles/cy63v349qyeo,Ehelka qaar ka mid ah dadkii ay la gaddoontay doontii Garissa oo BBC-da la hadlay,ehelka qaar ka mid ah dadkii ay la gaddoontay doontii garissa oo bbcda la hadlay,General,1
https://www.bbc.com/somali/articles/cjr71plzgz8o,Shirkad diyaaradeed oo markii labaad qaladay da'da haweeney jirta 101,shirkad diyaarade oo markii labaad qaladay dada haweeney jirta,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-699331648f08763c715f1c6d#block-699331648f08763c715f1c6d,14h agoList of 30 councils where May elections no longer being postponed,h agolist council may elect longer postpon,Politics,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-69935a3c8f0850a9db9265fa#block-69935a3c8f0850a9db9265fa,11h agoNorfolk elections going ahead sets Farage's Reform UK up for contest with Rupert Lowe's new party,h agonorfolk elect go ahead set farag reform uk contest rupert low new parti,Politics,1
https://www.theguardian.com/world/2025/nov/21/who-is-kirill-dmitriev-draft-plan-ukraine-war-russia,Kirill Dmitriev: ‘ruthlessly ambitious’ Kremlin figure behind Ukraine planRead more,kiril dmitriev ruthlessli ambiti kremlin figur behind ukrain planread,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6992f3cc8f0898719ade428b#block-6992f3cc8f0898719ade428b,19h agoStarmer says Labour Together probe into journalists 'absolutely needs to be looked into',h agostarm say labour togeth probe journalist absolut need look,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-699302348f0850a9db9260f4#block-699302348f0850a9db9260f4,18h agoStarmer suggests tighter rules for teens on social media could include restrictions on 'doomscrolling',h agostarm suggest tighter rule teen social medium could includ restrict doomscrol,General,1
https://www.bbc.com/somali/articles/cd7038zwd7no,Itoobiya oo warqad u qortay Eritrea digniinna u dirtay,itoobiya oo warqad u qortay eritrea digniinna u dirtay,General,1
https://www.theguardian.com/politics/2026/feb/15/rupert-lowe-great-yarmouth-first-party-far-right-reform-uk,UK far right lines up behind Rupert Lowe in challenge to ReformRead more,uk far right line behind rupert low challeng reformread,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6992f23e8f0898719ade4280#block-6992f23e8f0898719ade4280,19h agoStarmer says whatever consultation on social media ban for under-16s decides should be implemented quickly,h agostarm say whatev consult social medium ban under decid implement quickli,General,1
https://www.cnn.com/style/article/china-new-era-architecture-skyscrapers-intl-hnk,"Maqaalka laxiriira kama dheera 500M, majirto wax been abuur ah: Shiinaha ayaa calaamad u ah 'waa cusub' qaab dhismeedka",maqaalka laxiriira kama dheera majirto wax abuur ah shiinaha ayaa calaamad u ah waa cusub qaab dhismeedka,General,1
https://www.cnn.com/2024/11/06/style/elevator-test-towers-architecture,Maqaalka la xidhiidha Dhismooyinka dhaadheer ee aan cidina ku noolayn,maqaalka la xidhiidha dhismooyinka dhaadheer ee aan cidina ku noolayn,General,1
https://www.bbc.com/somali/articles/c1kjmmzr2ryo,"Waa maxay iska-caabinta insuliintu, sideese u saameyn kartaa Soonka?",waa maxay iskacaabinta insuliintu sidees u saameyn kartaa soonka,General,1
https://www.bbc.com/somali/articles/c728jqwn527o,Garaadka macmalka (AI) oo ka badiyay ardayda sida caadiga u qora imtixaanada iyo curisyada,garaadka macmalka ai oo ka badiyay ardayda sida caadiga u qora imtixaanada iyo curisyada,General,1
https://www.bbc.com/somali/articles/cz7vewdjrngo,Halkee ayay Xisbullah ka heshaa lacagteeda?,halke ayay xisbullah ka heshaa lacagteeda,Finance,1
https://www.bbc.com/somali/articles/cj4n9472dvqo,Haweenka Kenyaanka ah ee go'aansaday inaysan carruur dhalin oo gebi ahaanna iska xiraya uur-qaadista,haweenka kenyaanka ah ee goaansaday inaysan carruur dhalin oo gebi ahaanna iska xiraya uurqaadista,General,1
https://www.theguardian.com/politics/2026/feb/16/britain-needs-to-go-faster-on-defence-spending-keir-starmer,"Keir Starmer has said Britain “needs to go faster” on defence spending, though any increase to military budgets in this parliament would probably not be as high as the £15bn suggested in an overnight report.",keir starmer said britain need go faster defenc spend though increas militari budget parliament would probabl high bn suggest overnight report,Security,1
https://www.bbc.com/somali/articles/cq5zexnggn3o,Wax ka ogow IPhone cusub ee qiimahiisu jaban yahay ee ku shaqeynaya garaadka macmalka ah ee AI,wax ka ogow iphon cusub ee qiimahiisu jaban yahay ee ku shaqeynaya garaadka macmalka ah ee ai,General,1
https://www.bbc.com/somali/articles/c24l7e72dzgo,"Sanae Takaichi: Waa tuma ""Haweeneyda Birta ah"" ee raysal wasaaraha ka noqotay Japan?",sana takaichi waa tuma haweeneyda birta ah ee raysal wasaaraha ka noqotay japan,General,1
https://www.bbc.com/somali/articles/cwykeqz76vgo,BBC oo daaha ka qaaday akoonno baraha bulshada Soomaalida oo iska dhiga muwaadiniin dhab ah balse si kale u shaqeeya,bbc oo daaha ka qaaday akoonno baraha bulshada soomaalida oo iska dhiga muwaadiniin dhab ah bals si kale u shaqeeya,General,1
https://www.bbc.com/somali/articles/c07mk4l7d77o,Saynab Calawaash: Haweeneyda keliya ee ku jirta golaha wasiirrada maamulka Waqooyi Bari oo BBC la hadashay,saynab calawaash haweeneyda keliya ee ku jirta golaha wasiirrada maamulka waqooyi bari oo bbc la hadashay,General,1
https://www.theguardian.com/australia-news/2022/oct/29/email-newsletters-guardian-australia-best-daily-news-emails-newsletter-free-sign-up-inbox-subscribe-headlines?CMP=cvau_sfl,Guardian Australia newsletters here,guardian australia newslett,General,1
https://www.bbc.com/somali/articles/c881zenvdlpo,Miliishiyooyinka aan la celin karin ee ku dhex samaysma dawlado dano ka leh,miliishiyooyinka aan la celin karin ee ku dhex samaysma dawlado dano ka leh,General,1
https://www.bbc.com/somali/articles/cw0nz0verkno,Maxay dadka ajnabiga u jeexjeexaan lacagta dalkan marka ay soo booqdaan?,maxay dadka ajnabiga u jeexjeexaan lacagta dalkan marka ay soo booqdaan,Finance,1
https://www.bbc.com/somali/war-57720709,Maxay dumarka Hindiya sooryada u siiyaan ragga guursada?,maxay dumarka hindiya sooryada u siiyaan ragga guursada,General,1
https://www.bbc.com/somali/war-61790333,Haweenay guurka u diiday arrin la yaab leh,haweenay guurka u diiday arrin la yaab leh,General,1
https://www.bbc.com/somali/war-61697729,Askariyaddii xirtay ninkiii guursan rabay oo iyadana xabsiga loo taxaabay,askariyaddii xirtay ninkiii guursan rabay oo iyadana xabsiga loo taxaabay,General,1
https://www.bbc.com/somali/articles/cn0zwwldnjpo,Xaggee ku dambeeyeen ciyaal weeradii Muqdisho?,xagge ku dambeeyeen ciyaal weeradii muqdisho,General,1
https://www.bbc.com/somali/articles/cn517y7le29o,Tahriibayaal ay Soomaali ka mid yihiin oo ku dhintay xeebaha Talyaaniga,tahriibaya ay soomaali ka mid yihiin oo ku dhintay xeebaha talyaaniga,General,1
https://www.bbc.com/somali/articles/c3w9ev78z2vo,Daraasad: Kiniinnada ka hortaga uurka ma waxay kordhiyaan Kansarka,daraasad kiniinnada ka hortaga uurka waxay kordhiyaan kansarka,General,1
https://www.bbc.com/somali/articles/cq83kzpzd2wo,"Maxaan ka naqaannaa Mufti Xaaji Cumar Idriis, wadaadka ay geeridiisu gilgishay Itoobiya?",maxaan ka naqaannaa mufti xaaji cumar idrii wadaadka ay geeridiisu gilgishay itoobiya,General,1
https://www.bbc.com/somali/articles/c0wzwykx3q0o,Weriyaha BBC-da oo tagtay jiidda hore ee dagaalka Ukraine iyo waxyaabaha ay la kulantay,weriyaha bbcda oo tagtay jiidda hore ee dagaalka ukrain iyo waxyaabaha ay la kulantay,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-699337548f0850a9db92640d#block-699337548f0850a9db92640d,"14h agoZack Polanski welcomes elections U-turn, saying cancelling them was part of 'disturbing authoritarian trend'",h agozack polanski welcom elect uturn say cancel part disturb authoritarian trend,Politics,1
https://www.bbc.com/somali/war-60938710,Sida kaliga ah ee lagu qancin kara Putin si uu u soo afjaro dagaalka,sida kaliga ah ee lagu qancin kara putin si uu u soo afjaro dagaalka,General,1
https://www.bbc.com/somali/war-61688500,Shan xaaladood oo ay suurtagal tahay inuu ku soo afjarmo dagaalka Ukraine,xaaladood oo ay suurtag tahay inuu ku soo afjarmo dagaalka ukrain,General,1
https://www.bbc.com/editorialguidelines/guidelines/fairness/guidelines#6.4.31,Section 6 Fairness: 6.4.31-6.4.36,section fair,General,1
https://www.bbc.com/editorialguidelines/guidance/crediting-and-labelling-external-relationships/,Soo saarista iyo calaamadaynta xidhiidhada dibadda,soo saarista iyo calaamadaynta xidhiidhada dibadda,General,1
https://www.bbc.com/editorialguidelines/guidelines/use-of-bbc-content-after-publication-or-broadcast/guidelines#13.4.24,Qaybta 13 Adeegsiga Xogta BBC Daabacaada ama Baahinta Kadib: 13.4.24-13.4.30,qaybta adeegsiga xogta bbc daabacaada ama baahinta kadib,General,1
https://www.bbc.com/editorialguidelines/guidelines/crime-and-anti-social-behaviour/guidelines#8.4.10,Qaybta 8 Dembiga iyo Dhaqanka Bulsho-diidka: 8.4.10,qaybta dembiga iyo dhaqanka bulshodiidka,General,1
https://www.bbc.com/editorialguidelines/guidance/reporting-tribal-peoples/,Warbixinta iyo Sawirka Qabiilada,warbixinta iyo sawirka qabiilada,General,1
https://www.bbc.com/editorialguidelines/guidance/use-of-artificial-intelligence/,Isticmaalka sirdoonka macmal ah,isticmaalka sirdoonka macmal ah,General,1
https://www.bbc.com/editorialguidelines/guidelines/statistics-data-polls-surveys/,"Qaybta 11aad ee Tirakoobka, Xogta, Codbixinta iyo Sahanka",qaybta aad ee tirakoobka xogta codbixinta iyo sahanka,General,1
https://www.bbc.com/editorialguidelines/guidelines/accuracy/guidelines#materialfromthirdpartiesincludingvideoandaudionewsreleases,Qalabka ka socda Dhinacyada Saddexaad oo ay ku jiraan Soo-saareyaasha Wararka Muuqalka iyo Maqalka,qalabka ka socda dhinacyada saddexaad oo ay ku jiraan soosaareyaasha wararka muuqalka iyo maqalka,General,1
https://www.bbc.com/editorialguidelines/guidelines/statistics-data-polls-surveys/guidelines#11.4.23,"Qaybta 11 ee Tirakoobka, Xogta, Codbixinta iyo Sahanka: 11.4.23",qaybta ee tirakoobka xogta codbixinta iyo sahanka,General,1
https://www.bbc.com/editorialguidelines/guidelines/crime-and-anti-social-behaviour/guidelines#8.4.11,Qaybta 8 Dembiga iyo Dhaqanka Bulsho-diidka: 8.4.11,qaybta dembiga iyo dhaqanka bulshodiidka,General,1
https://www.bbc.com/editorialguidelines/guidelines/impartiality/guidelines#2.4.5,Qaybta 2 eex la'aanta: 2.4.5-2.4.10,qaybta eex laaanta,General,1
https://www.bbc.com/editorialguidelines/guidelines/use-of-bbc-content-after-publication-or-broadcast/guidelines#13.4.11,Qaybta 13 Isticmaalka Qoraalka BBC Daabacaada ama Baahinta Kadib: 13.4.11,qaybta isticmaalka qoraalka bbc daabacaada ama baahinta kadib,General,1
https://www.bbc.com/editorialguidelines/guidelines/use-of-bbc-content-after-publication-or-broadcast/guidelines#13.4.10,Qaybta 13 Isticmaalka Qoraalka BBC Daabacaada ama Baahinta Kadib: 13.4.10,qaybta isticmaalka qoraalka bbc daabacaada ama baahinta kadib,General,1
https://www.bbc.com/editorialguidelines/guidelines/editorial-standards/#13thepublicinterest,Qaybta 1 Heerarka Tafatirka ee BBC: 1.3 Danta Guud,qaybta heerarka tafatirka ee bbc danta guud,General,1
https://www.bbc.com/editorialguidelines/guidelines/fairness/guidelines#6.4.59,Qaybta 6 Cadaaladda: 6.4.58-6.4.59,qaybta cadaaladda,General,1
https://www.bbc.com/editorialguidelines/guidelines/politics-and-public-policy/guidelines#10.4.1,Qaybta 10-aad Siyaasadda iyo Siyaasadda Dadweynaha: 10.4.1-10.4.2,qaybta aad siyaasadda iyo siyaasadda dadweynaha,General,1
https://www.bbc.com/editorialguidelines/guidelines/accuracy/guidelines#usergeneratedcontentsocialmediaandotheronlinematerial,"Mawduuca Isticmaaluhu Soo Saaray, Warbaahinta Bulshada iyo Agabka kale ee Internetka",mawduuca isticmaaluhu soo saaray warbaahinta bulshada iyo agabka kale ee internetka,General,1
https://www.bbc.com/editorialguidelines/guidelines/accuracy,"Hordhac, Mabaadi'da iyo tixraacyada qasabka ah",hordhac mabaadida iyo tixraacyada qasabka ah,General,1
https://www.bbc.com/editorialguidelines/guidelines/fairness/guidelines#6.4.43,Qaybta 6 Cadaaladda: 6.4.43-6.4.46,qaybta cadaaladda,General,1
https://www.bbc.com/editorialguidelines/guidelines/independence-from-commercial-and-other-external-interests/guidelines#15.4.22,Qaybta 15 ka madax banaanida ganacsiga iyo danaha kale ee dibadda: 15.4.22,qaybta ka madax banaanida ganacsiga iyo danaha kale ee dibadda,Finance,1
https://www.bbc.com/editorialguidelines/guidelines/war-terror-and-extreme-violence-disaster-and-disorder/guidelines#12.4.1,"Qaybta 12 Dagaal, Argagax iyo Rabshadaha Ba'an, Musiibada iyo Qalalaasaha: 12.4.1-12.4.4 iyo 12.4.19",qaybta dagaal argagax iyo rabshadaha baan musiibada iyo qalalaasaha iyo,General,1
https://www.bbc.com/somali/articles/cpwywzlzpzdo,Maxaad ka taqaannaa faa'iidooyinka caafimaad ee laga helo ciirta ama garoorka?,maxaad ka taqaannaa faaiidooyinka caafimaad ee laga helo ciirta ama garoorka,Health,1
https://www.bbc.com/somali/articles/c90y0122547o,Wax ka ogow saliidaha cuntada lagu karsado ee ugu caafimaadka badan,wax ka ogow saliidaha cuntada lagu karsado ee ugu caafimaadka badan,Health,1
https://www.bbc.com/somali/articles/crg7g7792z2o,Iska ilaali adeegsiga eradayadan dhaawici kara xiriirka lammaanaha,iska ilaali adeegsiga eradayadan dhaawici kara xiriirka lammaanaha,General,1
https://www.bbc.com/somali/articles/cw063rg9p41o,Nooc ka mid ah khudaarta aysan Soomaalida ka illoobin cuntada oo la ogaaday inuu ka hortago cudurka kansarka,nooc ka mid ah khudaarta aysan soomaalida ka illoobin cuntada oo la ogaaday inuu ka hortago cudurka kansarka,Health,1
https://www.theguardian.com/uk-news/2026/feb/16/starmer-vows-fast-track-social-media-law-under-16s-ban,"Keir Starmer has pledged action on young people’s access to social media in “months, not years”, while saying this did not necessarily mean a complete ban on access for under-16s.",keir starmer pledg action young peopl access social medium month year say necessarili mean complet ban access under,General,1
https://x.com/realBenBloch/status/2023413518028914727,waxa uu u ekaa in uu meesha ka saarayo rogaal celis kale.,waxa uu u ekaa uu meesha ka saarayo rogaal celi kale,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6993396f8f0898719ade4648#block-6993396f8f0898719ade4648,"14h agoCouncils have been left 'bewildered' by elections U-turn, local government leader says",h agocouncil left bewild elect uturn local govern leader say,Politics,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-69932ed18f0850a9db9263ba#block-69932ed18f0850a9db9263ba,14h agoReed says councils in England will get up to £63m more to help them with reorganisation,h agore say council england get help reorganis,General,1
https://www.bbc.com/somali/articles/c9v1v0kl3k2o,Wax ka gow guushii Cumar Cartan iyo waxa laga yiri,wax ka gow guushii cumar cartan iyo waxa laga yiri,General,1
https://www.bbc.com/somali/articles/cdx4271259go,Ashraf Xakiimi iyo Maxamed Saalax oo hoggaaminaya tartanka abaalmarinta Xiddiga Afrika ee 2025,ashraf xakiimi iyo maxam saalax oo hoggaaminaya tartanka abaalmarinta xiddiga afrika ee,General,1
https://www.bbc.com/somali/articles/cev84e314l3o,"Maxaad ka taqaan ciidanka ICE ee la sheegay in loo dirayo gobolka Minnesota, maxayse qabtaan",maxaad ka taqaan ciidanka ice ee la sheegay loo dirayo gobolka minnesota maxays qabtaan,Security,1
https://www.theguardian.com/us-news/2025/feb/14/jd-vance-stuns-munich-conference-with-blistering-attack-on-europes-leaders,in comparison to JD Vance’s aggressive speech last time round,comparison jd vanc aggress speech last time round,General,1
https://www.theguardian.com/politics/2026/feb/16/why-has-government-reversed-its-decision-to-postpone-30-local-polls-across-england,Why has government reversed its decision to postpone 30 local polls across England?Read more,govern revers decis postpon local poll across englandread,Politics,1
https://www.theguardian.com/world/2026/feb/14/alexei-navalny-poisoning-death-russia-frog-toxin,was killed using a poison developed from a dart frog toxin,kill use poison develop dart frog toxin,General,1
https://www.theguardian.com/world/2026/feb/15/eu-foreign-policy-chief-criticises-fashionable-euro-bashing-by-the-us,EU foreign policy chief criticises ‘fashionable euro-bashing’ by USRead more,eu foreign polici chief criticis fashion eurobash usread,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-699335cd8f0850a9db926403#block-699335cd8f0850a9db926403,15h agoBadenoch claims local elections U-turn shows Starmer running 'zombie government',h agobadenoch claim local elect uturn show starmer run zombi govern,Politics,1
https://www.bbc.com/somali/articles/c1je7gz8er6o,Sida Gantaalkii cilmi baarista cimillada  ee Norwey loogu sigtay in uu biloowdo dagaal nukliyeer ah,sida gantaalkii cilmi baarista cimillada ee norwey loogu sigtay uu biloowdo dagaal nukliy ah,General,1
https://www.theguardian.com/australia-news/live/2026/feb/17/racism-systemic-universities-angus-taylor-leaked-migration-policy-coalition-anthony-albanese-labor-accc-coles-ntwnfb,Follow our Australia news live blog for latest updates,follow australia news live blog latest updat,General,1
https://www.theguardian.com/australia-news/2025/nov/29/four-year-old-gus-lamont-disappeared-from-his-homestead-into-the-australian-outback-two-months-on-questions-remain,went missing on 27 September 2025,went miss septemb,General,1
https://www.theguardian.com/australia-news/2026/feb/05/gus-lamont-disappearance-four-year-old-outback-major-crime-ntwnfb,identifying a suspect in his disappearance,identifi suspect disappear,General,1
https://www.theguardian.com/world/2026/feb/04/ukraine-russia-talks-how-close-is-a-peace-deal-and-what-does-each-side-want,Ukraine-Russia talks: how close is a peace deal and what does each side want?Read more,ukrainerussia talk close peac deal side wantread,General,1
https://www.theguardian.com/us-news/2026/feb/02/trump-tariffs-deal-india-modi-russian-oil,curb its purchases of Russian oil,curb purchas russian oil,General,1
https://www.theguardian.com/sport/2026/feb/14/ilia-malinin-winter-olympics-figure-skating-2026,Fall of the Quad God: Ilia Malinin finds he is all too human under the Olympic spotlightRead more,fall quad god ilium malinin find human olymp spotlightread,General,1
https://www.instagram.com/reel/DU0C9SODZHe/,A video posted to Malinin’s Instagram,video post malinin instagram,General,1
https://www.theguardian.com/world/live/2026/feb/16/marco-rubio-viktor-orban-hungary-ukraine-europe-france-germany-europe-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6992f0f78f08a3de5adfb49d#block-6992f0f78f08a3de5adfb49d,20h agoRubio-Orbán press conference due to begin shortly,h agorubioorbn press confer due begin shortli,General,1
https://www.bbc.com/somali/live/ckg1x45z508t,"TOOS,Sawir dayax-gacmeed oo xaqiijinaya in markabka diyaaraha qaada ee Maraykanku ku sugan yahay meel 150 mayl u jirta Cumaan",toossawir dayaxgacme oo xaqiijinaya markabka diyaaraha qaada ee maraykanku ku sugan yahay meel mayl u jirta cumaan,General,1
https://www.bbc.com/somali/war-60751674,Maxaa ka jira in Putin uu Afrika yimid oo uu dagaalyahanno ku tababaray?,maxaa ka jira putin uu afrika yimid oo uu dagaalyahanno ku tababaray,General,1
https://www.theguardian.com/world/2025/sep/06/democracy-noir-viktor-orban-hungary-trump,Hungary documentary reveals sobering similarities between Orbán and TrumpRead more,hungari documentari reveal sober similar orbn trumpread,General,1
https://www.theguardian.com/world/2025/aug/31/putin-modi-erdogan-xi-china-talks,Shanghai Cooperation Organisation,shanghai cooper organis,General,1
https://www.bbc.com/somali/articles/c5yqlzxq843o,Trump oo bilaabay Fiisaha $1 milyan ee kuu saamaxaya deganaansho iyo in aad hesho dhalashada Maraykanka,trump oo bilaabay fiisaha milyan ee kuu saamaxaya deganaansho iyo aad hesho dhalashada maraykanka,General,1
https://www.bbc.com/somali/articles/cn4djry28xpo,Afar goobood oo ku yaalla adduunka oo aan la ogolayn in cag la dhigo,afar goobood oo ku yaalla adduunka oo aan la ogolayn cag la dhigo,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6992ec388f08a3de5adfb465#block-6992ec388f08a3de5adfb465,20h agoKendall suggests having annual debates in parliament updating internet safety laws because 'technology changing so fast',h agokendal suggest annual debat parliament updat internet safeti law technolog chang fast,General,1
https://www.theguardian.com/uk-news/2026/jan/19/uk-ministers-launch-consultation-into-whether-to-ban-social-media-for-under-16s,it will consult on the case for banning under-16s from social media,consult case ban under social medium,General,1
https://interactive.guim.co.uk/datawrapper/embed/JNg5b/1/,Dayuuradaha aan duuliyaha lahayn ee Ruushka iyo gantaallada ayaa weeraray shaxanka Ukraine,dayuuradaha aan duuliyaha lahayn ee ruushka iyo gantaallada ayaa weeraray shaxanka ukrain,Security,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6992ee5c8f08a3de5adfb48a#block-6992ee5c8f08a3de5adfb48a,"20h agoStarmer restates call for apprenticeships to be more respected, saying ministers shouldn't just prioritise high achievers",h agostarm restat call apprenticeship respect say minist shouldnt prioritis high achiev,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6992f7d38f0898719ade42af#block-6992f7d38f0898719ade42af,"19h agoStarmer says he wants to 'go faster' on raising defence spending, in response to report saying he wants it at 3% of GDP by 2029",h agostarm say want go faster rais defenc spend respons report say want gdp,General,1
https://www.theguardian.com/sport/2024/mar/29/quad-god-ilia-malinin-sparkles-on-ice-and-takes-figure-skating-to-next-level,his buzzy Succession-theme routine,buzzi successionthem routin,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-69932ed18f0850a9db9263ba#block-69932ed18f0850a9db9263ba,15h agoReed says councils in England will get up to £63m more to help them with reorganisation,h agore say council england get help reorganis,General,1
https://www.bbc.com/somali/articles/cy59xeqv95no,"Eritrea oo ku gacan sayrtay hadalkii Abiy Axmed, kuna tilmaantay been aan raad laheyn",eritrea oo ku gacan sayrtay hadalkii abiy axm kuna tilmaantay aan raad laheyn,General,1
https://www.bbc.com/somali/articles/c78v8vzwgjyo,Wasiirkii hore ee arrimaha dibadda Itoobiya oo u jawaabay Abiy Ahmed,wasiirkii hore ee arrimaha dibadda itoobiya oo u jawaabay abiy ahm,General,1
https://www.bbc.com/somali/57724026,"Abiy Axmed: ""Na loogama guulaysan dagaalka Tigray""",abiy axm na loogama guulaysan dagaalka tigray,General,1
https://www.bbc.com/somali/war-59380119,Maxaa Hindiya ku qasbaya horumarinta diyaaradaha drones-ka?,maxaa hindiya ku qasbaya horumarinta diyaaradaha droneska,General,1
https://www.bbc.com/somali/topics/c7zp5zzq8yqt,Shilalka diyaaradaha iyo dhacdooyinka hawada,shilalka diyaaradaha iyo dhacdooyinka hawada,General,1
https://www.bbc.com/somali/articles/cp34l854vj5o,Diyaarad lugta hore ka maqan tahay oo ku degtay Mareykanka,diyaarad lugta hore ka maqan tahay oo ku degtay mareykanka,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-6993332d8f0850a9db9263e8#block-6993332d8f0850a9db9263e8,"15h agoTories dismiss government as 'joke' after local elections U-turn, saying Steve Reed's credibility 'completely gone'",h agotori dismiss govern joke local elect uturn say steve reed credibl complet gone,Politics,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-699334328f0898719ade45fc#block-699334328f0898719ade45fc,15h agoLib Dems calls for law change to remove ability of ministers to cancel elections without primary legislation,h agolib dem call law chang remov abil minist cancel elect without primari legisl,Politics,1
https://www.theguardian.com/australia-news/live/2026/feb/16/australia-news-live-supermarkets-coles-woolworths-discount-prices-court-coalition-angus-taylor-immigration-cost-of-living-anthony-albanese-labor-ntwnfb?filterKeyEvents=false&page=with%3Ablock-699260578f08a3236d065370#block-699260578f08a3236d065370,1d agoAccused Bondi shooter makes brief court appearance,agoaccus bondi shooter make brief court appear,General,1
https://www.theguardian.com/politics/live/2026/feb/16/social-media-online-safety-act-keir-starmer-uk-politics-live-news-updates?filterKeyEvents=false&page=with%3Ablock-69935a3c8f0850a9db9265fa#block-69935a3c8f0850a9db9265fa,12h agoNorfolk elections going ahead sets Farage's Reform UK up for contest with Rupert Lowe's new party,h agonorfolk elect go ahead set farag reform uk contest rupert low new parti,Politics,1
https://www.theguardian.com/australia-news/live/2026/feb/16/australia-news-live-supermarkets-coles-woolworths-discount-prices-court-coalition-angus-taylor-immigration-cost-of-living-anthony-albanese-labor-ntwnfb?filterKeyEvents=false&page=with%3Ablock-699260578f08a3236d065370#block-699260578f08a3236d065370,made his first court appearance,made first court appear,General,1
https://www.theguardian.com/australia-news/2025/oct/13/afp-investigates-lidia-thorpes-claim-she-would-burn-down-parliament-house,AFP investigates Lidia Thorpe’s claim she would ‘burn down’ Parliament HouseRead more,afp investig lidia thorp claim would burn parliament houseread,General,1
https://www.theguardian.com/politics/2026/feb/15/labour-together-thinktank-inquiry-calls-journalists-investigation-keir-starmer,Starmer facing calls for inquiry into Labour thinktank’s investigation of journalistsRead more,starmer face call inquiri labour thinktank investig journalistsread,General,1
